Código Tabela Campo;Nome;Descrição;Código Tabela
10648;OpenQty;Quantidade em aberto restante;371
10649;Price;Preço após desconto;371
1065;LstPchPrce;Último preço de compra;47
10650;Currency;Moeda do preço;371
10651;Rate;Taxa de câmbio;371
10652;DiscPrcnt;% de desconto por linha;371
10653;LineTotal;Total da linha;371
10654;TotalFrgn;Total da linha (ME);371
10655;OpenSum;Valor em aberto;371
10656;OpenSumFC;Valor em aberto (ME);371
10657;VendorNum;Nº do catálogo do fornecedor;371
10658;SerialNum;Nº de série;371
10659;WhsCode;Código de depósito;371
1066;AnalysRpt;Relatório de análise;47
10660;SlpCode;Código do vendedor;371
10661;Commission;Percentual de comissão;371
10662;TreeType;Tipo de estrutura de produtos;371
10663;AcctCode;Código da conta;371
10664;TaxStatus;Definição de imposto;371
10665;GrossBuyPr;Preço base para lucro bruto;371
10666;PriceBefDi;Preço unitário;371
10667;DocDate;Data de lançamento;371
10668;OpenCreQty;Valor da nota de crédito;371
10669;UseBaseUn;Unidade de medida de estoque;371
1067;BaseAbsEnt;Base Abs Entry;47
10670;SubCatNum;Nº do catálogo do cliente/fornecedor;371
10671;BaseCard;Código do PN base;371
10672;TotalSumSy;Total da linha (MS);371
10673;OpenSumSys;Valor em aberto (MS);371
10674;InvntSttus;Status do depósito;371
10675;OcrCode;Regra distribuição;371
10676;Project;Código do projeto;371
10677;CodeBars;Código de barras;371
10678;VatPrcnt;Taxa de imposto por linha;371
10679;VatGroup;Definição de imposto;371
1068;BaseType;Tipo de documento base;47
10680;PriceAfVAT;Preço bruto;371
10681;Height1;Altura 1;371
10682;Hght1Unit;Unidade de altura 1;371
10683;Height2;Altura 2;371
10684;Hght2Unit;Unidade de altura 2;371
10685;Width1;Largura 1;371
10686;Wdth1Unit;Unidade de largura 1;371
10687;Width2;Largura 2;371
10688;Wdth2Unit;Unidade de largura 2;371
10689;Length1;Comprimento 1;371
1069;BaseRef;Referência do documento base;47
10690;Len1Unit;Unidade de comprimento 1;371
10691;length2;Comprimento 2;371
10692;Len2Unit;Unidade de comprimento 2;371
10693;Volume;Volume;371
10694;VolUnit;Unidade de medida de volume;371
10695;Weight1;Peso 1;371
10696;Wght1Unit;Unidade de peso 1;371
10697;Weight2;Peso 2;371
10698;Wght2Unit;Unidade de peso 2;371
10699;Factor1;Fator 1;371
107;Account;Conta;11
1070;BaseLnNum;Nº linha do documento base;47
10700;Factor2;Fator 2;371
10701;Factor3;Fator 3;371
10702;Factor4;Fator 4;371
10703;PackQty;Quantidade para embalagem;371
10704;UpdInvntry;Atualização do depósito;371
10705;BaseDocNum;Nº do documento base;371
10706;BaseAtCard;Documento base do cliente/fornecedor;371
10707;SWW;Identificador adicional;371
10708;VatSum;Imposto total;371
10709;VatSumFrgn;Valor do imposto (ME);371
1071;LineNum;line num;47
10710;VatSumSy;Valor do imposto (MS);371
10711;FinncPriod;Período contábil;371
10712;ObjType;Tipo de objeto;371
10713;BlockNum;Nº do bloqueio;371
10714;ImportLog;Log de importação;371
10715;DedVatSum;Valor de imposto dedutível;371
10716;DedVatSumF;Valor de imposto dedutível (ME);371
10717;DedVatSumS;Valor de imposto dedutível (MS);371
10718;IsAqcuistn;Imposto de compras;371
10719;DistribSum;Valor distribuído;371
1072;Status;Status;47
10720;DstrbSumFC;Valor distribuído (ME);371
10721;DstrbSumSC;Valor distribuído (MS);371
10722;GrssProfit;Lucro bruto de linha;371
10723;GrssProfSC;Lucro bruto de linha (MS);371
10724;GrssProfFC;Lucro bruto de linha (ME);371
10725;VisOrder;Seqüência visual;371
10726;INMPrice;Custo do item;371
10727;PoTrgNum;Nº de destino do pedido;371
10728;PoTrgEntry;ID interno de destino do pedido;371
10729;DropShip;Drop Ship;371
1073;TrgType;Tipo de destino;47
10730;PoLineNum;Nº da linha de destino do pedido de compra;371
10731;Address;Endereço;371
10732;TaxCode;Código de imposto;371
10733;TaxType;Tipo de imposto;371
10734;OrigItem;Item original;371
10735;BackOrdr;Permitir ordem em atraso;371
10736;FreeTxt;Texto livre;371
10737;PickStatus;Status do picking;371
10738;PickOty;Quantidade de picking;371
10739;PickIdNo;Nº de ID da lista de picking;371
1074;TrgAbsEnt;Entrada absoluta de destino;47
10740;TrnsCode;Método de envio;371
10741;VatAppld;Imposto utilizado;371
10742;VatAppldFC;Imposto utilizado (ME);371
10743;VatAppldSC;Imposto utilizado (MS);371
10744;BaseQty;Quantidade base;371
10745;BaseOpnQty;Quantidade base pendente;371
10746;VatDscntPr;% do desconto de imposto;371
10747;WtLiable;Sujeito a IRF;371
10748;DeferrTax;Imposto diferido;371
10749;EquVatPer;% taxa compensatória;371
1075;StDstr;Total distribuído de estoques;47
10750;EquVatSum;Taxa compensatória total;371
10751;EquVatSumF;Taxa compensatória total (ME);371
10752;EquVatSumS;Taxa compensatória total (MS);371
10753;LineVat;Valor de imposto líquido;371
10754;LineVatlF;Valor de imposto líquido (ME);371
10755;LineVatS;Valor de imposto líquido (MS);371
10756;unitMsr;Unidade;371
10757;NumPerMsr;Valor da unidade de medida;371
10758;CEECFlag;Nota fiscal de correção real/prevista;371
10759;ToStock;Valor da nota fiscal de correção para inventário;371
1076;StDstrSC;Total distribuído de estoques (MS);47
10760;ToDiff;Valor da nota fiscal de correção para diferença;371
10761;ExciseAmt;Valor do imposto seletivo;371
10762;TaxPerUnit;Imposto por unidade;371
10763;TotInclTax;Total incluindo IVA;371
10764;CountryOrg;País de origem;371
10765;StckDstSum;Total de distribuição do estoque;371
10766;ReleasQtty;Quantidade liberada;371
10767;LineType;Tipo de linha;371
10768;TranType;Tipo de transação;371
10769;Text;Texto;371
1077;StDstrFC;Total distribuído de estoques (ME);47
10770;OwnerCode;Autor do documento;371
10771;StockPrice;Custo do item;371
10772;ConsumeFCT;Previsão de vendas ao consumidor;371
10773;LstByDsSum;Total da última compra distribuído;371
10774;StckINMPr;Preço do estoque;371
10775;LstBINMPr;Último preço de compra do diário do inventário;371
10776;StckDstFc;Total de distribuição do estoque (ME);371
10777;StckDstSc;Total de distribuição do estoque (MS);371
10778;LstByDsFc;Total da última compra distribuído (ME);371
10779;LstByDsSc;Total da última compra distribuído (MS);371
1078;FixCurr;Moeda de fixação;47
10780;StockSum;Stock Sum;371
10781;StockSumFc;Stock Sum FC;371
10782;StockSumSc;Stock Sum SC;371
10783;StckSumApp;Stock Sum Applied;371
10784;StckAppFc;Stock Sum Applied FC;371
10785;StckAppSc;Stock Sum Applied SC;371
10786;ShipToCode;Código do destinatário;371
10787;ShipToDesc;Descrição do destinatário;371
10788;StckAppD;Distribuição de estoque - total aplicado;371
10789;StckAppDFC;Distribuição de estoque - total aplicado (ME);371
1079;VatDscntPr;% do desconto de imposto;47
10790;StckAppDSC;Distribuição de estoque - total aplicado (MS);371
10791;BasePrice;Preço para cálculo total;371
10792;GTotal;Total bruto;371
10793;GTotalFC;Total bruto (ME);371
10794;GTotalSC;Bruto total (MS);371
10795;DistribExp;Distribuir despesas adicionais;371
10796;DescOW;Descrição sobregravada;371
10797;DetailsOW;Observações sobregravadas;371
10798;GrossBase;Método básico para lucro bruto;371
10799;VatWoDpm;Imposto antes de adiant.aplicado;371
108;SeqNum;Nº seqüencial;11
1080;OcrCode;Regra distribuição;47
10800;VatWoDpmFc;Imposto antes do adiantamento aplicado (ME);371
10801;VatWoDpmSc;Imposto antes do adiantamento aplicado (MS);371
10802;CFOPCode;Código CFOP para documento;371
10803;CSTCode;Código CST para ICMS;371
10804;Usage;Código de utilização para documento;371
10805;TaxOnly;Só imposto;371
10806;WtCalced;Imposto retido na fonte calculado;371
10807;QtyToShip;Quantidade a expedir;371
10808;DelivrdQty;Quantidade fornecida;371
10809;OrderedQty;Quantidade pedida;371
1081;TaxDistMtd;Método de distribuição do imposto;47
10810;CogsOcrCod;Código da regra de distribuição CPV;371
10811;CiOppLineN;Nº da linha oposta;371
10812;CogsAcct;CPV código conta;371
10813;ChgAsmBoMW;Modificar depósito p/estrutura produtos p/montag.analítica;371
10814;ActDelDate;Data real de entrega;371
10815;OcrCode2;Código de custos 2;371
10816;OcrCode3;Código de custos 3;371
10817;OcrCode4;Código de custos 4;371
10818;OcrCode5;Código de custos 5;371
10819;TaxDistSum;Valor distribuído de imposto;371
1082;OcrCode2;Regra distribuição 2;47
10820;TaxDistSFC;Valor distribuído de imposto (ME);371
10821;TaxDistSSC;Valor distribuído de imposto (MS);371
10822;PostTax;Adicionar imposto no custo do item;371
10823;Excisable;Sujeito a imposto seletivo [sim/não];371
10824;AssblValue;Valor estipulável;371
10825;RG23APart1;RG23A nº parte1;371
10826;RG23APart2;RG23A nº parte2;371
10827;RG23CPart1;RG23C nº parte1;371
10828;RG23CPart2;RG23C nº parte2;371
10829;CogsOcrCo2;Código 2 da regra de distribuição CPV;371
1083;OcrCode3;Regra distribuição 3;47
10830;CogsOcrCo3;Código 3 da regra de distribuição CPV;371
10831;CogsOcrCo4;Código 4 da regra de distribuição CPV;371
10832;CogsOcrCo5;Código 5 da regra de distribuição CPV;371
10833;LnExcised;Linha sujeita a imposto seletivo;371
10834;LocCode;Código local;371
10835;StockValue;Valor total CPV;371
10836;GPTtlBasPr;Preço base total para lucro;371
10837;unitMsr2;Pur/Sal UoM if BaseUnit;371
10838;NumPerMsr2;Pur/Sal UoM Value if BaseUnit;371
10839;SpecPrice;Tipo de origem do preço;371
1084;OcrCode4;Regra distribuição 4;47
10840;CSTfIPI;CST para código IPI;371
10841;CSTfPIS;CST para código PIS;371
10842;CSTfCOFINS;CST para código COFINS;371
10843;ExLineNo;N°LinhaIsen.;371
10844;isSrvCall;Criado a partir do chamado de serviço;371
10845;PQTReqQty;Oferta de compra: quantidade necessária;371
10846;PQTReqDate;Oferta de compra: data necessária;371
10847;PcDocType;Tipo de documento da confirmação de compra;371
10848;PcQuantity;Quantidade da confirmação de compra;371
10849;LinManClsd;Linha fechada manualmente;371
1085;OcrCode5;Regra distribuição 5;47
10850;VatGrpSrc;Fonte do grupo de IVA;371
10851;NoInvtryMv;Sem movimento de estoque;371
10852;ActBaseEnt;Entrada do documento base real;371
10853;ActBaseLn;Número da linha base real;371
10854;ActBaseNum;Número do documento base real;371
10855;OpenRtnQty;Quantidade em aberto para devolução;371
10856;AgrNo;Número do contrato;371
10857;AgrLnNum;Número da linha do contrato;371
10858;CredOrigin;Origem do crédito;371
10859;Surpluses;Excedentes;371
1086;Project;Código do projeto;47
10860;DefBreak;Defeito e quebra;371
10861;Shortages;Faltas;371
10862;UomEntry;Entrada de unidade de medida;371
10863;UomEntry2;Entrada de unidade de medida se unidade base;371
10864;UomCode;Código da UM;371
10865;UomCode2;Código de unidade de medida se unidade base;371
10866;FromWhsCod;Do código de depósito;371
10867;NeedQty;Considerar quantidade de itens;371
10868;PartRetire;Baixa parcial;371
10869;RetireQty;Quantidade da aposentadoria;371
1087;VatGrpSrc;Fonte do grupo de IVA;47
10870;RetireAPC;Custos de aquisição e de produção de aposentadoria;371
10871;RetirAPCFC;ME de custos de aquisição e de produção de aposentadoria;371
10872;RetirAPCSC;MS de custos de aquisição e de produção de aposentadoria;371
10873;InvQty;Quantidade - Unidade de medida de estoque;371
10874;OpenInvQty;Quantidade pendente (UM do estoque);371
10875;EnSetCost;Ativar Definir custo do item na devolução;371
10876;RetCost;Custo de devolução na devolução de contas a receber;371
10877;Incoterms;Incoterms;371
10878;TransMod;Modo de transporte;371
10879;LineVendor;Código de fornecedor de linha;371
1088;DrawnTotal;Total transferido;47
10880;DistribIS;Distribuir despesas adicionais Intrastat;371
10881;ISDistrb;Montante de distribuição Intrastat;371
10882;ISDistrbFC;Montante de distribuição Intrastat (ME);371
10883;ISDistrbSC;Montante de distribuição Intrastat (MS);371
10884;IsByPrdct;Item é subproduto;371
10885;ItemType;Tipo de item;371
10886;PriceEdit;Preço editado pelo usuário;371
10887;PrntLnNum;Nº da linha superior;371
10888;LinePoPrss;Processo do PC de linha;371
10889;FreeChrgBP;Gratuito (parceiro de negócios);371
1089;DrawnFC;Total transferido (ME);47
10890;TaxRelev;Linha relevante do imposto;371
10891;LegalText;Texto legal;371
10892;ThirdParty;Terceiros;371
10893;LicTradNum;CNPJ/CPF;371
10894;InvQtyOnly;Modificar apenas quantidade (UM de estoque);371
10895;UnencReasn;Reason for Unencumbered ICMS;371
10896;ShipFromCo;Código do remetente;371
10897;ShipFromDe;Descrição do remetente;371
10898;FisrtBin;Primeira posição no depósito;371
10899;AllocBinC;Contagem de posições no depósito alocadas;371
109;EffecDate;Efetivo desde;11
1090;DrawnSC;Total transferido (MS);47
10900;ExpType;Tipo de despesa;371
10901;ExpUUID;UUID de despesa;371
10902;ExpOpType;Tipo de operação de despesa;371
;;;
;;;
;;;
;;;
;;;
;;;
;;;
1091;GrsAmount;Valor bruto;47
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
1092;GrsFC;Valor bruto (ME);47
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
1093;GrsSC;Valor bruto (MS);47
;;;
;;;
;;;
;;;
;;;
10935;DocEntry;ID interno do documento;372
10936;LineSeq;Seqüência de linhas;372
10937;AftLineNum;Depois do nº da linha;372
10938;OrderNum;Nº do pedido;372
10939;LineType;Tipo de linha;372
1094;DocEntry;ID interno do documento;48
10940;LineText;Texto da linha;372
10941;DocEntry;ID interno do documento;373
10942;LineNum;Nº da linha;373
10943;LineSeq;Nº seqüencial;373
10944;BaseAbs;ID interno do documento base;373
10945;BaseType;Tipo de objeto base;373
10946;VatGroup;Código do grupo de IVA;373
10947;VatPrcnt;% IVA;373
10948;LineTotal;Líq.MC;373
10949;TotalFrgn;Líq.ME;373
1095;LineNum;Nº da linha;48
10950;TotalSumSy;Líq.MS;373
10951;VatSum;Imp.MC;373
10952;VatSumFrgn;Imp.ME;373
10953;VatSumSys;Imp.MS;373
10954;ObjType;Tipo de objeto;373
10955;LogInstanc;Instância do log;373
10956;IsAcq;Sujeito a imposto de compras;373
10957;IsAllDrawn;Valor restante sacado;373
10958;IsGross;É linha do valor bruto;373
10959;Gross;Bruto MC;373
1096;GroupNum;Nº do grupo;48
10960;GrossFc;Bruto ME;373
10961;GrossSc;Bruto MS;373
10962;ApplNet;Líq.aplicado MC;373
10963;ApplNetFc;Líq.aplicado ME;373
10964;ApplNetSc;Líq.aplicado MS;373
10965;ApplVat;Imp.aplicado MC;373
10966;ApplVatFc;Imp.aplicado ME;373
10967;ApplVatSc;Imp.aplicado MS;373
10968;BaseNet;Líq.base MC;373
10969;BaseNetFc;Líq.base ME;373
1097;ExpnsCode;Código de despesas;48
10970;BaseNetSc;Líq.base MS;373
10971;BaseVat;Imp.base MC;373
10972;BaseVatFc;Imp.base ME;373
10973;BaseVatSc;Imp.base MS;373
10974;BaseGross;Bruto base MC;373
10975;BaseGrossF;Bruto base ME;373
10976;BaseGrossS;Bruto base MS;373
10977;LineType;Tipo de linha;373
10978;DctSum;Total dedutível MC;373
10979;DctSumFc;Total dedutível ME;373
1098;RelateType;Tipo de relação;48
10980;DctSumSc;Total dedutível MS;373
10981;EqSum;Total compensação MC;373
10982;EqSumFc;Total compensação ME;373
10983;EqSumSc;Total compensação MS;373
10984;ApplDct;Total dedutível aplicado MC;373
10985;ApplDctFc;Total dedutível aplicado ME;373
10986;ApplDctSc;Total dedutível aplicado MS;373
10987;ApplEq;Total compensação aplicado MC;373
10988;ApplEqFc;Total compensação aplicado ME;373
10989;ApplEqSc;Total compensação aplicado MS;373
1099;StcCode;Código de imposto;48
10990;BaseDct;Total dedutível base MC;373
10991;BaseDctFc;Total dedutível base ME;373
10992;BaseDctSc;Total dedutível base MS;373
10993;BaseEq;Total compensação base MC;373
10994;BaseEqFc;Total compensação base ME;373
10995;BaseEqSc;Total compensação base MS;373
10996;TaxCode;Código de imposto;373
10997;ApplGross;Bruto MC aplicado;373
10998;ApplGrossF;Bruto ME aplicado;373
10999;ApplGrossS;Bruto MS aplicado;373
11;CrdRLTotal;Saldo mensal - crédito;2
110;BoxCode;Código de grupo;12
1100;StaCode;Código da autoridade;48
11000;DocEntry;ID interno do documento;374
11001;TaxId0;ID 0 impos.;374
11002;TaxId1;ID 1 impos.;374
11003;TaxId2;ID 2 impos.;374
11004;TaxId3;ID 3 impos.;374
11005;TaxId4;ID 4 impos.;374
11006;TaxId5;ID 5 impos.;374
11007;TaxId6;ID 6 impos.;374
11008;TaxId7;ID 7 impos.;374
11009;TaxId8;ID 8 impos.;374
1101;staType;Tipo de autoridade;48
11010;TaxId9;ID 9 impos.;374
11011;State;Código do estado;374
11012;County;Código do município;374
11013;Incoterms;Incoterms;374
11014;Vehicle;Placa do veículo;374
11015;VidState;ID do veículo (estado);374
11016;NfRef;Referência NF;374
11017;Carrier;Código da transportadora;374
11018;QoP;Qtd.embalagens;374
11019;PackDesc;Descrição embalagem;374
1102;TaxRate;Taxa de imposto;48
11020;Brand;Marca;374
11021;NoSU;Nº do elemento de expedição;374
11022;NetWeight;Peso líquido;374
11023;GrsWeight;Peso bruto;374
11024;ObjectType;Tipo de objeto;374
11025;TaxId10;ID 10 impos.;374
11026;TransCat;Ctg.transação;374
11027;FormNo;Nº do formulário;374
11028;TaxId11;ID 11 impos.;374
11029;StreetS;Rua;374
1103;TaxAcct;Conta de imposto;48
11030;BlockS;Bloqueio;374
11031;BuildingS;Complemento;374
11032;CityS;Cidade;374
